t_s,wall_time,spd_count,data0,data1,rpm_count,seq
110.368,23:23:41.813,24,122,50,31282,180
110.368,23:23:41.813,24,122,134,31366,186
110.368,23:23:41.813,24,123,10,31498,186
110.368,23:23:41.814,24,123,114,31602,193
110.368,23:23:41.814,24,124,68,31812,193
110.368,23:23:41.814,24,124,124,31868,200
110.368,23:23:41.815,24,125,44,32044,200
110.368,23:23:41.815,24,125,248,32248,207
110.969,23:23:42.412,25,126,32,32288,207
110.969,23:23:42.413,25,126,208,32464,215
110.969,23:23:42.413,25,127,96,32608,215
110.969,23:23:42.413,25,127,238,32750,222
110.969,23:23:42.414,25,128,144,32912,222
110.969,23:23:42.414,25,128,220,32988,230
110.969,23:23:42.414,25,129,134,33158,230
110.969,23:23:42.414,25,129,246,33270,238
110.969,23:23:42.415,25,130,242,33522,238
110.969,23:23:42.415,26,131,10,33546,245
110.969,23:23:42.415,26,132,60,33852,252
111.570,23:23:43.012,26,132,230,34022,252
111.570,23:23:43.013,26,133,130,34178,4
111.570,23:23:43.013,26,133,178,34226,4
111.570,23:23:43.014,26,134,174,34478,12
111.570,23:23:43.014,26,134,190,34494,12
111.570,23:23:43.014,26,135,142,34702,20
111.570,23:23:43.014,27,136,0,34816,20
111.570,23:23:43.015,27,136,152,34968,27
111.570,23:23:43.015,27,137,66,35138,27
111.570,23:23:43.015,27,137,166,35238,36
111.570,23:23:43.017,27,137,218,35290,36
111.570,23:23:43.017,27,138,212,35540,43
112.145,23:23:43.588,27,139,72,35656,43
112.145,23:23:43.589,27,139,112,35696,51
112.145,23:23:43.589,27,140,62,35902,51
112.145,23:23:43.589,28,140,234,36074,60
112.145,23:23:43.590,28,141,84,36180,60
112.145,23:23:43.590,28,141,172,36268,68
112.145,23:23:43.590,28,142,92,36444,68
112.145,23:23:43.591,28,142,192,36544,76
112.145,23:23:43.591,28,142,198,36550,76
112.145,23:23:43.591,28,144,20,36884,85
112.145,23:23:43.592,28,144,156,37020,85
112.714,23:23:44.157,28,145,12,37132,93
112.714,23:23:44.158,29,145,134,37254,93
112.714,23:23:44.158,29,146,76,37452,102
112.714,23:23:44.158,29,146,154,37530,102
112.714,23:23:44.159,29,146,170,37546,111
112.714,23:23:44.159,29,147,64,37696,111
112.714,23:23:44.159,29,147,238,37870,119
112.714,23:23:44.160,29,148,102,37990,119
112.714,23:23:44.160,29,148,254,38142,128
112.714,23:23:44.160,29,149,92,38236,128
112.714,23:23:44.160,30,150,48,38448,137
113.314,23:23:44.756,30,150,118,38518,137
113.314,23:23:44.756,30,150,254,38654,146
113.314,23:23:44.758,30,151,186,38842,146
113.314,23:23:44.758,30,152,116,39028,155
113.314,23:23:44.758,30,153,0,39168,155
113.314,23:23:44.759,30,151,12,38668,164
113.314,23:23:44.759,30,147,226,37858,164
113.314,23:23:44.759,30,142,136,36488,174
113.314,23:23:44.760,31,134,46,34350,174
113.314,23:23:44.760,31,125,188,32188,183
113.314,23:23:44.760,31,117,164,30116,183
113.314,23:23:44.761,31,109,230,28134,192
113.913,23:23:45.355,31,104,234,26858,200
113.913,23:23:45.357,31,105,16,26896,206
113.913,23:23:45.357,31,104,254,26878,206
113.913,23:23:45.357,31,105,68,26948,212
113.913,23:23:45.358,31,105,158,27038,212
113.913,23:23:45.358,31,105,178,27058,218
113.913,23:23:45.358,31,106,54,27190,218
113.913,23:23:45.358,32,106,20,27156,224
113.913,23:23:45.359,32,106,76,27212,224
113.913,23:23:45.359,32,106,140,27276,229
114.545,23:23:45.988,32,106,216,27352,229
114.545,23:23:45.988,32,107,30,27422,234
114.545,23:23:45.989,32,107,76,27468,234
114.545,23:23:45.989,32,107,184,27576,239
114.545,23:23:45.990,32,107,180,27572,245
114.545,23:23:45.990,32,108,34,27682,245
114.545,23:23:45.990,32,108,100,27748,250
114.545,23:23:45.990,32,108,138,27786,255
114.545,23:23:45.991,32,108,248,27896,255
114.545,23:23:45.991,33,109,104,28008,5
115.191,23:23:46.633,33,109,172,28076,10
115.191,23:23:46.633,33,109,220,28124,10
115.191,23:23:46.635,33,110,98,28258,22
115.191,23:23:46.635,33,110,236,28396,22
115.191,23:23:46.636,33,111,44,28460,27
115.191,23:23:46.636,33,111,120,28536,32
115.191,23:23:46.636,33,111,106,28522,32
115.191,23:23:46.636,33,111,246,28662,38
115.191,23:23:46.637,33,112,60,28732,44
115.791,23:23:47.234,33,112,68,28740,44
115.791,23:23:47.235,34,112,224,28896,50
115.791,23:23:47.235,34,113,28,28956,55
115.791,23:23:47.235,34,113,26,28954,55
115.791,23:23:47.236,34,113,186,29114,61
115.791,23:23:47.236,34,113,140,29068,67
115.791,23:23:47.236,34,113,254,29182,67
115.791,23:23:47.237,34,114,110,29294,73
115.791,23:23:47.237,34,114,202,29386,79
116.421,23:23:47.864,34,114,198,29382,79
116.421,23:23:47.864,34,115,106,29546,85
116.421,23:23:47.865,34,115,198,29638,91
116.421,23:23:47.865,34,115,116,29556,91
116.421,23:23:47.865,35,116,36,29732,97
116.421,23:23:47.866,35,116,16,29712,103
116.421,23:23:47.866,35,116,106,29802,103
116.421,23:23:47.866,35,116,172,29868,109
116.421,23:23:47.867,35,117,0,29952,115
117.035,23:23:48.477,35,117,78,30030,115
117.035,23:23:48.478,35,117,186,30138,121
117.035,23:23:48.478,35,117,226,30178,127
117.035,23:23:48.478,35,118,20,30228,127
117.035,23:23:48.479,35,118,88,30296,134
117.035,23:23:48.479,35,118,254,30462,140
117.035,23:23:48.479,35,119,26,30490,140
117.035,23:23:48.480,36,119,108,30572,146
117.035,23:23:48.480,36,119,108,30572,153
117.035,23:23:48.480,36,119,166,30630,153
117.602,23:23:49.045,36,120,12,30732,159
117.602,23:23:49.046,36,120,80,30800,165
117.602,23:23:49.046,36,120,214,30934,165
117.602,23:23:49.046,36,121,26,31002,172
117.602,23:23:49.047,36,120,242,30962,178
117.602,23:23:49.047,36,121,86,31062,178
117.602,23:23:49.047,36,121,206,31182,185
117.602,23:23:49.048,37,121,248,31224,191
118.216,23:23:49.658,37,122,112,31344,191
118.216,23:23:49.659,37,122,104,31336,198
118.216,23:23:49.659,37,122,210,31442,205
118.216,23:23:49.659,37,123,88,31576,205
118.216,23:23:49.660,37,123,212,31700,219
118.216,23:23:49.660,37,123,244,31732,219
118.216,23:23:49.660,37,124,74,31818,226
118.216,23:23:49.660,37,124,142,31886,232
118.833,23:23:50.276,37,124,162,31906,232
118.833,23:23:50.277,37,124,250,31994,239
118.833,23:23:50.277,37,125,38,32038,247
118.833,23:23:50.277,38,125,162,32162,247
118.833,23:23:50.278,38,125,248,32248,254
118.833,23:23:50.278,38,126,28,32284,5
118.833,23:23:50.278,38,126,74,32330,5
118.833,23:23:50.279,38,126,172,32428,12
118.833,23:23:50.279,38,126,226,32482,20
119.418,23:23:50.860,38,127,46,32558,20
119.418,23:23:50.861,38,127,170,32682,27
119.418,23:23:50.861,38,127,212,32724,34
119.418,23:23:50.861,38,128,30,32798,34
119.418,23:23:50.862,39,128,114,32882,42
119.418,23:23:50.862,39,128,146,32914,49
119.418,23:23:50.862,39,128,204,32972,49
119.418,23:23:50.863,39,129,52,33076,56
119.418,23:23:50.863,39,129,82,33106,64
120.063,23:23:51.506,39,129,210,33234,64
120.063,23:23:51.507,39,130,50,33330,71
120.063,23:23:51.507,39,130,78,33358,78
120.063,23:23:51.507,39,130,90,33370,78
120.063,23:23:51.508,39,129,82,33106,86
120.063,23:23:51.508,39,128,170,32938,86
120.063,23:23:51.508,39,129,118,33142,93
120.063,23:23:51.509,39,128,110,32878,93
120.063,23:23:51.509,39,128,222,32990,98
120.063,23:23:51.509,39,130,24,33304,100
120.063,23:23:51.509,39,128,114,32882,100
120.663,23:23:52.106,39,128,134,32902,101
120.663,23:23:52.107,39,128,186,32954,101
120.663,23:23:52.107,39,128,182,32950,101
120.663,23:23:52.107,39,128,74,32842,101
120.663,23:23:52.108,39,128,54,32822,101
120.663,23:23:52.108,39,127,176,32688,101
120.663,23:23:52.108,39,127,242,32754,101
120.663,23:23:52.109,39,127,120,32632,101
120.663,23:23:52.109,39,127,154,32666,101
120.663,23:23:52.109,39,127,90,32602,101
120.663,23:23:52.110,39,126,198,32454,101
121.219,23:23:52.661,39,127,22,32534,101
121.219,23:23:52.663,38,126,114,32370,101
121.219,23:23:52.663,38,126,82,32338,101
121.219,23:23:52.663,38,125,84,32084,101
121.219,23:23:52.664,38,125,68,32068,101
121.219,23:23:52.664,38,125,184,32184,101
121.219,23:23:52.664,38,125,70,32070,101
121.219,23:23:52.665,38,125,50,32050,101
121.882,23:23:53.324,38,125,24,32024,101
121.882,23:23:53.325,38,124,130,31874,101
121.882,23:23:53.325,38,124,128,31872,101
121.882,23:23:53.326,38,123,246,31734,101
121.882,23:23:53.326,38,123,196,31684,101
121.882,23:23:53.326,38,123,124,31612,101
121.882,23:23:53.327,38,123,104,31592,101
121.882,23:23:53.327,38,122,238,31470,101
121.882,23:23:53.327,38,122,230,31462,101
122.451,23:23:53.893,37,122,170,31402,101
122.451,23:23:53.895,37,122,72,31304,101
122.451,23:23:53.895,37,122,82,31314,101
122.451,23:23:53.895,37,122,18,31250,101
122.451,23:23:53.895,37,121,136,31112,101
122.451,23:23:53.896,37,121,190,31166,101
122.451,23:23:53.896,37,121,94,31070,101
122.451,23:23:53.896,37,121,44,31020,101
122.451,23:23:53.897,37,121,22,30998,101
122.451,23:23:53.897,37,120,246,30966,101
123.053,23:23:54.496,37,120,130,30850,101
123.053,23:23:54.497,37,120,96,30816,101
123.053,23:23:54.497,37,120,144,30864,101
123.053,23:23:54.497,37,120,78,30798,101
123.053,23:23:54.497,37,119,226,30690,101
123.053,23:23:54.498,37,119,158,30622,101
123.053,23:23:54.498,36,119,188,30652,101
123.053,23:23:54.498,36,119,132,30596,101
123.053,23:23:54.499,36,119,28,30492,101
123.053,23:23:54.500,36,118,138,30346,101
123.053,23:23:54.500,36,118,112,30320,101
123.670,23:23:55.113,36,118,82,30290,101
123.670,23:23:55.114,36,118,16,30224,101
123.670,23:23:55.114,36,117,122,30074,101
123.670,23:23:55.114,36,117,72,30024,101
123.670,23:23:55.115,36,117,24,29976,101
123.670,23:23:55.115,36,116,246,29942,101
123.670,23:23:55.115,36,116,168,29864,101
123.670,23:23:55.116,36,116,96,29792,101
123.670,23:23:55.116,35,116,36,29732,101
123.670,23:23:55.116,35,115,174,29614,101
123.670,23:23:55.116,35,115,128,29568,101
123.670,23:23:55.117,35,115,64,29504,101
123.670,23:23:55.117,35,115,22,29462,101
124.286,23:23:55.729,35,114,148,29332,101
124.286,23:23:55.729,35,114,66,29250,101
124.286,23:23:55.729,35,113,202,29130,101
124.286,23:23:55.729,35,113,158,29086,101
124.286,23:23:55.730,35,113,78,29006,101
124.286,23:23:55.730,35,113,34,28962,101
124.286,23:23:55.730,35,112,218,28890,101
124.286,23:23:55.731,35,112,98,28770,101
124.286,23:23:55.731,34,112,10,28682,101
124.286,23:23:55.731,34,111,232,28648,101
124.286,23:23:55.731,34,111,128,28544,101
124.286,23:23:55.732,34,111,48,28464,101
124.857,23:23:56.299,34,110,188,28348,101
124.857,23:23:56.300,34,110,112,28272,101
124.857,23:23:56.300,34,110,12,28172,101
124.857,23:23:56.300,34,109,190,28094,101
124.857,23:23:56.301,34,109,114,28018,101
124.857,23:23:56.301,34,109,82,27986,101
124.857,23:23:56.301,33,108,224,27872,101
124.857,23:23:56.302,33,108,166,27814,101
124.857,23:23:56.302,33,108,108,27756,101
124.857,23:23:56.302,33,107,218,27610,101
125.503,23:23:56.945,33,107,134,27526,101
125.503,23:23:56.946,33,107,70,27462,101
125.503,23:23:56.946,33,107,44,27436,101
125.503,23:23:56.946,33,106,134,27270,101
125.503,23:23:56.946,33,106,82,27218,101
125.503,23:23:56.947,33,106,18,27154,101
125.503,23:23:56.947,33,105,150,27030,101
125.503,23:23:56.947,32,105,108,26988,101
125.503,23:23:56.947,32,104,214,26838,101
125.503,23:23:56.948,32,104,124,26748,101
125.503,23:23:56.948,32,104,22,26646,101
125.503,23:23:56.948,32,103,146,26514,101
126.074,23:23:57.517,32,103,46,26414,101
126.074,23:23:57.518,32,102,236,26348,101
126.074,23:23:57.518,32,102,166,26278,101
126.074,23:23:57.518,31,102,106,26218,101
126.074,23:23:57.519,31,101,144,26000,101
126.074,23:23:57.519,31,101,74,25930,101
126.074,23:23:57.519,31,101,10,25866,101
126.074,23:23:57.519,31,100,20,25620,101
126.074,23:23:57.520,31,99,232,25576,101
126.074,23:23:57.520,31,99,126,25470,101
126.738,23:23:58.180,30,99,26,25370,101
126.738,23:23:58.182,30,98,232,25320,101
126.738,23:23:58.182,30,98,164,25252,101
126.738,23:23:58.182,30,97,248,25080,101
126.738,23:23:58.183,30,97,176,25008,101
126.738,23:23:58.183,30,97,62,24894,101
126.738,23:23:58.183,30,97,70,24902,101
126.738,23:23:58.184,30,97,50,24882,101
126.738,23:23:58.184,30,96,216,24792,101
126.738,23:23:58.184,30,96,202,24778,101
126.738,23:23:58.185,30,96,126,24702,101
126.738,23:23:58.185,30,96,76,24652,101
126.738,23:23:58.185,29,96,38,24614,101
127.354,23:23:58.797,29,95,220,24540,101
127.354,23:23:58.798,29,95,220,24540,101
127.354,23:23:58.798,29,95,132,24452,101
127.354,23:23:58.799,29,95,122,24442,101
127.354,23:23:58.799,29,95,42,24362,101
127.354,23:23:58.800,29,95,40,24360,101
127.354,23:23:58.800,29,94,244,24308,101
127.354,23:23:58.800,29,94,152,24216,101
127.354,23:23:58.801,29,94,152,24216,101
127.354,23:23:58.801,29,94,78,24142,101
127.354,23:23:58.801,29,94,32,24096,101
127.354,23:23:58.801,29,93,202,24010,101
127.956,23:23:59.398,29,93,170,23978,101
127.956,23:23:59.399,29,93,90,23898,101
127.956,23:23:59.399,28,92,254,23806,101
127.956,23:23:59.399,28,92,154,23706,101
127.956,23:23:59.400,28,92,132,23684,101
127.956,23:23:59.400,28,92,42,23594,101
127.956,23:23:59.400,28,91,214,23510,101
127.956,23:23:59.400,28,91,122,23418,101
127.956,23:23:59.401,28,91,82,23378,101
127.956,23:23:59.401,28,90,252,23292,101
127.956,23:23:59.401,28,90,142,23182,101
127.956,23:23:59.401,28,90,80,23120,101
128.572,23:24:00.014,28,89,164,22948,101
128.572,23:24:00.016,28,89,124,22908,101
128.572,23:24:00.017,28,89,0,22784,101
128.572,23:24:00.017,27,88,218,22746,101
128.572,23:24:00.017,27,88,130,22658,101
128.572,23:24:00.018,27,88,24,22552,101
128.572,23:24:00.018,27,87,184,22456,101
128.572,23:24:00.018,27,87,116,22388,101
128.572,23:24:00.019,27,87,6,22278,101
128.572,23:24:00.019,27,86,214,22230,101
128.572,23:24:00.019,27,85,188,21948,101
129.186,23:24:00.629,26,85,118,21878,101
129.186,23:24:00.630,26,85,58,21818,101
129.186,23:24:00.630,26,84,202,21706,101
129.186,23:24:00.630,26,84,6,21510,101
129.186,23:24:00.631,26,83,234,21482,101
129.186,23:24:00.631,26,83,146,21394,101
129.186,23:24:00.631,26,83,90,21338,101
129.186,23:24:00.631,26,82,230,21222,101
129.186,23:24:00.632,26,82,204,21196,101
129.186,23:24:00.633,25,82,106,21098,101
129.186,23:24:00.633,25,81,244,20980,101
129.740,23:24:01.184,25,81,166,20902,101
129.740,23:24:01.184,25,81,40,20776,101
129.740,23:24:01.185,25,80,244,20724,101
129.740,23:24:01.185,25,80,176,20656,101
129.740,23:24:01.185,25,80,26,20506,101
129.740,23:24:01.186,24,79,230,20454,101
129.740,23:24:01.186,24,79,164,20388,101
129.740,23:24:01.187,24,79,108,20332,101
129.740,23:24:01.187,24,79,34,20258,101
130.356,23:24:01.799,24,78,222,20190,101
130.356,23:24:01.799,24,78,128,20096,101
130.356,23:24:01.800,24,78,104,20072,101
130.356,23:24:01.800,24,77,244,19956,101
130.356,23:24:01.800,24,77,202,19914,101
130.356,23:24:01.800,24,77,116,19828,101
130.356,23:24:01.801,24,76,220,19676,101
130.356,23:24:01.801,24,76,140,19596,101
130.356,23:24:01.801,23,76,38,19494,101
130.356,23:24:01.803,23,75,142,19342,101
130.959,23:24:02.402,23,75,114,19314,101
130.959,23:24:02.402,23,75,24,19224,101
130.959,23:24:02.403,23,74,110,19054,101
130.959,23:24:02.403,23,73,222,18910,101
130.959,23:24:02.403,23,73,158,18846,101
130.959,23:24:02.404,23,73,84,18772,101
130.959,23:24:02.404,23,72,254,18686,101
130.959,23:24:02.404,22,72,140,18572,101
130.959,23:24:02.405,22,72,38,18470,101
130.959,23:24:02.405,22,71,20,18196,101
131.576,23:24:03.019,22,70,204,18124,101
131.576,23:24:03.020,22,70,122,18042,101
131.576,23:24:03.020,22,69,134,17798,101
131.576,23:24:03.020,22,68,234,17642,101
131.576,23:24:03.021,21,68,140,17548,101
131.576,23:24:03.022,21,66,244,17140,101
131.576,23:24:03.022,21,66,102,16998,101
131.576,23:24:03.022,21,65,110,16750,101
132.222,23:24:03.664,20,64,238,16622,101
132.222,23:24:03.666,20,64,76,16460,101
132.222,23:24:03.666,20,63,184,16312,101
132.222,23:24:03.666,20,63,46,16174,101
132.222,23:24:03.667,20,62,186,16058,101
132.222,23:24:03.667,20,62,74,15946,101
132.222,23:24:03.667,19,61,162,15778,101
132.222,23:24:03.667,19,60,252,15612,101
132.222,23:24:03.668,19,60,118,15478,101
132.222,23:24:03.668,19,60,42,15402,101
132.222,23:24:03.668,19,59,4,15108,101
132.222,23:24:03.669,19,58,148,14996,101
132.837,23:24:04.279,18,57,206,14798,101
132.837,23:24:04.279,18,56,152,14488,101
132.837,23:24:04.280,18,55,188,14268,101
132.837,23:24:04.280,18,55,112,14192,101
132.837,23:24:04.280,17,54,70,13894,101
132.837,23:24:04.281,17,53,206,13774,101
132.837,23:24:04.281,17,53,50,13618,101
132.837,23:24:04.281,17,52,0,13312,101
132.837,23:24:04.282,17,51,84,13140,101
133.470,23:24:04.913,16,50,172,12972,101
133.470,23:24:04.913,16,49,158,12702,101
133.470,23:24:04.914,16,48,226,12514,101
133.470,23:24:04.914,16,47,226,12258,101
133.470,23:24:04.914,15,46,246,12022,101
133.470,23:24:04.914,15,46,120,11896,101
133.470,23:24:04.915,15,47,170,12202,102
133.470,23:24:04.915,14,48,188,12476,102
133.470,23:24:04.916,14,49,254,12798,102
133.470,23:24:04.916,14,50,6,12806,103
134.085,23:24:05.529,14,51,158,13214,103
134.085,23:24:05.529,13,53,96,13664,103
134.085,23:24:05.530,13,54,0,13824,104
134.085,23:24:05.530,13,55,136,14216,104
134.085,23:24:05.530,13,56,192,14528,104
134.085,23:24:05.530,12,55,158,14238,105
134.085,23:24:05.531,12,52,40,13352,105
134.085,23:24:05.531,12,51,168,13224,105
134.085,23:24:05.531,11,51,34,13090,106
134.654,23:24:06.096,11,48,194,12482,106
134.654,23:24:06.097,11,47,104,12136,107
134.654,23:24:06.097,10,46,216,11992,107
134.654,23:24:06.097,10,44,224,11488,107
134.654,23:24:06.097,10,43,152,11160,108
134.654,23:24:06.099,10,42,178,10930,108
134.654,23:24:06.099,9,39,232,10216,108
134.654,23:24:06.099,9,36,184,9400,108
134.654,23:24:06.100,9,33,172,8620,108
135.211,23:24:06.653,9,33,64,8512,108
135.211,23:24:06.654,8,34,20,8724,108
135.211,23:24:06.654,8,35,46,9006,108
135.211,23:24:06.654,8,35,172,9132,109
135.211,23:24:06.654,8,35,128,9088,110
135.211,23:24:06.655,7,34,188,8892,110
135.211,23:24:06.655,7,34,10,8714,110
135.211,23:24:06.655,7,33,42,8490,111
135.857,23:24:07.300,7,32,108,8300,111
135.857,23:24:07.301,6,31,218,8154,112
135.857,23:24:07.301,6,31,18,7954,112
135.857,23:24:07.301,6,30,110,7790,112
135.857,23:24:07.302,6,30,18,7698,112
135.857,23:24:07.302,6,28,224,7392,113
135.857,23:24:07.302,5,28,6,7174,113
135.857,23:24:07.303,5,27,176,7088,113
135.857,23:24:07.303,5,27,20,6932,114
135.857,23:24:07.303,5,26,222,6878,114
135.857,23:24:07.304,5,26,148,6804,114
136.426,23:24:07.870,4,26,178,6834,115
136.426,23:24:07.871,4,27,36,6948,115
136.426,23:24:07.871,4,27,38,6950,115
136.426,23:24:07.871,4,27,38,6950,115
136.426,23:24:07.871,3,27,118,7030,116
136.426,23:24:07.872,3,27,150,7062,116
136.426,23:24:07.872,3,27,106,7018,116
136.426,23:24:07.872,3,26,254,6910,117
136.426,23:24:07.873,3,26,140,6796,117
136.426,23:24:07.873,3,25,142,6542,117
137.011,23:24:08.455,2,24,212,6356,117
137.011,23:24:08.455,2,23,154,6042,118
137.011,23:24:08.455,2,23,42,5930,118
137.011,23:24:08.456,2,21,172,5548,118
137.011,23:24:08.456,2,21,94,5470,119
137.011,23:24:08.456,2,21,74,5450,119
137.011,23:24:08.457,1,21,132,5508,119
137.011,23:24:08.457,1,21,212,5588,119
137.011,23:24:08.457,1,22,80,5712,120
137.011,23:24:08.458,1,23,78,5966,120
137.011,23:24:08.458,1,25,188,6588,120
137.657,23:24:09.100,1,27,194,7106,120
137.657,23:24:09.101,1,28,232,7400,121
137.657,23:24:09.101,1,29,248,7672,121
137.657,23:24:09.101,1,29,110,7534,122
137.657,23:24:09.101,1,28,62,7230,122
137.657,23:24:09.102,1,27,140,7052,123
137.657,23:24:09.102,1,26,158,6814,123
137.657,23:24:09.102,1,26,76,6732,123
137.657,23:24:09.103,0,26,8,6664,123
137.657,23:24:09.103,0,25,254,6654,124
137.657,23:24:09.103,0,25,228,6628,124
137.657,23:24:09.104,0,26,66,6722,124
138.303,23:24:09.746,0,26,116,6772,125
138.303,23:24:09.747,0,26,152,6808,125
138.303,23:24:09.747,0,26,168,6824,125
138.303,23:24:09.747,0,26,68,6724,125
138.303,23:24:09.748,0,26,48,6704,126
138.303,23:24:09.748,0,26,158,6814,126
138.303,23:24:09.748,0,26,168,6824,126
138.303,23:24:09.749,0,26,230,6886,126
138.303,23:24:09.749,0,26,198,6854,127
138.303,23:24:09.749,0,26,158,6814,127
138.303,23:24:09.750,0,26,212,6868,127
138.303,23:24:09.751,0,26,212,6868,127
138.998,23:24:10.441,0,26,134,6790,128
138.998,23:24:10.442,0,26,230,6886,128
138.998,23:24:10.442,0,26,204,6860,129
138.998,23:24:10.442,0,26,130,6786,129
138.998,23:24:10.443,0,26,224,6880,129
138.998,23:24:10.443,0,26,240,6896,129
138.998,23:24:10.443,0,27,2,6914,130
138.998,23:24:10.443,0,27,116,7028,130
138.998,23:24:10.444,0,27,28,6940,130
138.998,23:24:10.444,0,27,16,6928,130
138.998,23:24:10.444,0,26,216,6872,130
138.998,23:24:10.445,0,26,136,6792,130
138.998,23:24:10.445,0,26,114,6770,131
138.998,23:24:10.445,0,26,142,6798,131
139.552,23:24:10.994,0,26,212,6868,131
139.552,23:24:10.995,0,26,224,6880,131
139.552,23:24:10.995,0,26,144,6800,132
139.552,23:24:10.996,0,26,200,6856,132
139.552,23:24:10.996,0,26,248,6904,133
139.552,23:24:10.998,0,26,224,6880,133
139.552,23:24:10.998,0,26,254,6910,133
139.552,23:24:10.998,0,27,14,6926,133
139.552,23:24:10.999,0,27,34,6946,134
139.552,23:24:10.999,0,27,152,7064,134
139.552,23:24:11.000,0,27,176,7088,134
140.203,23:24:11.645,0,27,100,7012,134
140.203,23:24:11.647,0,27,108,7020,135
140.203,23:24:11.647,0,27,38,6950,135
140.203,23:24:11.647,0,27,40,6952,136
140.203,23:24:11.647,0,27,14,6926,136
140.203,23:24:11.648,0,26,214,6870,136
140.203,23:24:11.648,0,26,180,6836,136
140.203,23:24:11.649,0,27,26,6938,137
140.203,23:24:11.649,0,26,218,6874,137
140.203,23:24:11.649,0,26,240,6896,137
140.203,23:24:11.649,0,27,0,6912,137
140.203,23:24:11.649,0,27,52,6964,138
140.203,23:24:11.650,0,27,32,6944,138
140.851,23:24:12.293,0,26,224,6880,139
140.851,23:24:12.294,0,26,244,6900,139
140.851,23:24:12.294,0,27,62,6974,139
140.851,23:24:12.294,0,27,14,6926,139
140.851,23:24:12.295,0,26,192,6848,140
140.851,23:24:12.295,0,26,228,6884,140
140.851,23:24:12.295,0,26,230,6886,140
140.851,23:24:12.296,0,27,62,6974,140
140.851,23:24:12.296,0,27,14,6926,141
140.851,23:24:12.296,0,26,192,6848,141
140.851,23:24:12.296,0,27,12,6924,141
140.851,23:24:12.297,0,27,6,6918,141
