t_s,wall_time,spd_count,data0,data1,rpm_count,seq
286.104,23:26:37.548,0,27,238,7150,13
286.104,23:26:37.548,0,28,54,7222,13
286.104,23:26:37.548,0,28,116,7284,13
286.104,23:26:37.549,0,28,136,7304,14
286.104,23:26:37.549,0,28,132,7300,14
286.104,23:26:37.549,0,28,72,7240,14
286.104,23:26:37.549,0,27,250,7162,14
286.104,23:26:37.550,0,28,2,7170,15
286.104,23:26:37.550,0,27,234,7146,15
286.104,23:26:37.550,0,28,4,7172,15
286.104,23:26:37.550,0,28,32,7200,15
286.705,23:26:38.149,0,28,86,7254,15
286.705,23:26:38.149,0,28,106,7274,15
286.705,23:26:38.150,0,28,74,7242,16
286.705,23:26:38.150,0,28,86,7254,16
286.705,23:26:38.150,0,28,66,7234,16
286.705,23:26:38.151,0,28,34,7202,16
286.705,23:26:38.151,0,27,232,7144,17
286.705,23:26:38.151,0,28,22,7190,17
286.705,23:26:38.152,0,28,82,7250,17
286.705,23:26:38.152,0,28,118,7286,17
286.705,23:26:38.152,0,28,130,7298,18
286.705,23:26:38.152,0,28,132,7300,18
287.289,23:26:38.733,0,28,70,7238,18
287.289,23:26:38.733,0,28,20,7188,18
287.289,23:26:38.733,0,28,24,7192,19
287.289,23:26:38.734,0,28,6,7174,19
287.289,23:26:38.734,0,28,46,7214,19
287.289,23:26:38.734,0,28,70,7238,19
287.289,23:26:38.735,0,28,72,7240,19
287.289,23:26:38.735,0,28,90,7258,19
287.289,23:26:38.735,0,28,62,7230,20
287.289,23:26:38.736,0,28,40,7208,20
287.289,23:26:38.736,0,27,202,7114,20
287.289,23:26:38.737,0,27,186,7098,20
287.846,23:26:39.289,0,27,238,7150,21
287.846,23:26:39.289,0,28,44,7212,21
287.846,23:26:39.290,0,28,72,7240,21
287.846,23:26:39.290,0,28,106,7274,21
287.846,23:26:39.290,0,28,64,7232,22
287.846,23:26:39.291,0,28,60,7228,22
287.846,23:26:39.291,0,28,52,7220,22
287.846,23:26:39.291,0,28,10,7178,22
287.846,23:26:39.292,0,28,6,7174,23
287.846,23:26:39.292,0,28,36,7204,23
287.846,23:26:39.292,0,28,52,7220,23
288.462,23:26:39.904,0,28,70,7238,23
288.462,23:26:39.905,0,28,56,7224,23
288.462,23:26:39.905,0,28,68,7236,23
288.462,23:26:39.905,0,28,80,7248,24
288.462,23:26:39.906,0,28,68,7236,24
288.462,23:26:39.906,0,27,254,7166,24
288.462,23:26:39.906,0,27,236,7148,24
288.462,23:26:39.907,0,27,242,7154,25
288.462,23:26:39.907,0,28,18,7186,25
288.462,23:26:39.907,0,28,98,7266,26
289.094,23:26:40.536,0,28,66,7234,26
289.094,23:26:40.536,0,28,46,7214,26
289.094,23:26:40.537,0,28,28,7196,26
289.094,23:26:40.537,0,27,246,7158,27
289.094,23:26:40.537,0,27,254,7166,27
289.094,23:26:40.538,0,28,32,7200,27
289.094,23:26:40.538,0,28,54,7222,27
289.094,23:26:40.538,0,28,100,7268,28
289.094,23:26:40.539,0,28,88,7256,28
289.094,23:26:40.539,0,28,106,7274,28
289.094,23:26:40.539,0,28,88,7256,28
289.094,23:26:40.539,0,28,82,7250,28
289.695,23:26:41.138,0,28,54,7222,29
289.695,23:26:41.139,0,27,196,7108,29
289.695,23:26:41.139,0,27,230,7142,29
289.695,23:26:41.139,0,27,246,7158,29
289.695,23:26:41.139,0,28,40,7208,30
289.695,23:26:41.140,0,28,40,7208,30
289.695,23:26:41.140,0,28,96,7264,30
289.695,23:26:41.140,0,28,70,7238,31
289.695,23:26:41.140,0,28,14,7182,31
290.310,23:26:41.753,0,28,44,7212,32
290.310,23:26:41.754,0,28,110,7278,32
290.310,23:26:41.754,0,28,108,7276,33
290.310,23:26:41.754,0,28,106,7274,33
290.310,23:26:41.755,0,28,32,7200,33
290.310,23:26:41.755,0,28,6,7174,34
290.310,23:26:41.755,0,28,6,7174,34
290.310,23:26:41.756,0,27,240,7152,34
290.310,23:26:41.756,0,28,74,7242,34
290.929,23:26:42.371,0,28,78,7246,34
290.929,23:26:42.371,0,28,34,7202,34
290.929,23:26:42.373,0,28,52,7220,35
290.929,23:26:42.373,0,28,74,7242,35
290.929,23:26:42.373,0,27,234,7146,35
290.929,23:26:42.373,0,27,178,7090,36
290.929,23:26:42.373,0,27,206,7118,36
290.929,23:26:42.374,0,27,240,7152,36
290.929,23:26:42.374,0,28,52,7220,36
290.929,23:26:42.374,0,28,122,7290,37
290.929,23:26:42.375,0,28,136,7304,37
291.562,23:26:43.005,0,28,106,7274,37
291.562,23:26:43.006,0,28,54,7222,37
291.562,23:26:43.006,0,27,212,7124,37
291.562,23:26:43.006,0,28,2,7170,37
291.562,23:26:43.007,0,28,4,7172,38
291.562,23:26:43.007,0,28,66,7234,38
291.562,23:26:43.007,0,28,84,7252,38
291.562,23:26:43.007,0,28,52,7220,39
291.562,23:26:43.009,0,27,228,7140,39
292.119,23:26:43.562,0,28,28,7196,40
292.119,23:26:43.563,0,28,20,7188,40
292.119,23:26:43.563,0,28,30,7198,40
292.119,23:26:43.563,0,28,32,7200,41
292.119,23:26:43.564,0,28,30,7198,41
292.119,23:26:43.564,0,28,62,7230,41
292.119,23:26:43.564,0,28,64,7232,41
292.119,23:26:43.564,0,28,80,7248,41
292.119,23:26:43.565,0,28,94,7262,42
292.119,23:26:43.565,0,28,106,7274,42
292.753,23:26:44.195,0,28,72,7240,42
292.753,23:26:44.197,0,28,24,7192,43
292.753,23:26:44.197,0,27,224,7136,43
292.753,23:26:44.197,0,27,186,7098,43
292.753,23:26:44.198,0,28,26,7194,44
292.753,23:26:44.198,0,28,52,7220,44
292.753,23:26:44.199,0,28,78,7246,44
292.753,23:26:44.199,0,28,20,7188,45
292.753,23:26:44.200,0,28,12,7180,45
293.341,23:26:44.785,0,27,224,7136,45
293.341,23:26:44.785,0,28,8,7176,45
293.341,23:26:44.785,0,28,38,7206,46
293.341,23:26:44.786,0,28,36,7204,46
293.341,23:26:44.786,0,28,104,7272,46
293.341,23:26:44.786,0,28,80,7248,46
293.341,23:26:44.787,0,28,80,7248,46
293.341,23:26:44.787,0,28,44,7212,46
293.341,23:26:44.787,0,27,206,7118,47
293.341,23:26:44.788,0,27,220,7132,47
293.341,23:26:44.788,0,28,8,7176,47
293.341,23:26:44.788,0,27,228,7140,47
294.005,23:26:45.449,0,28,0,7168,48
294.005,23:26:45.450,0,28,10,7178,48
294.005,23:26:45.450,0,27,230,7142,48
294.005,23:26:45.451,0,27,236,7148,48
294.005,23:26:45.451,0,27,202,7114,49
294.005,23:26:45.451,0,27,206,7118,49
294.005,23:26:45.451,0,28,60,7228,49
294.005,23:26:45.452,0,28,62,7230,49
294.005,23:26:45.452,0,28,74,7242,50
294.005,23:26:45.452,0,28,38,7206,50
294.005,23:26:45.453,0,28,18,7186,50
294.005,23:26:45.453,0,28,16,7184,50
294.005,23:26:45.453,0,28,30,7198,51
294.764,23:26:46.207,0,28,32,7200,51
294.764,23:26:46.207,0,27,254,7166,51
294.764,23:26:46.208,0,27,236,7148,51
294.764,23:26:46.208,0,28,24,7192,51
294.764,23:26:46.208,0,28,8,7176,52
294.764,23:26:46.208,0,28,16,7184,52
294.764,23:26:46.209,0,28,2,7170,52
294.764,23:26:46.209,0,28,32,7200,53
294.764,23:26:46.209,0,28,94,7262,53
294.764,23:26:46.210,0,28,82,7250,53
294.764,23:26:46.210,0,28,22,7190,53
294.764,23:26:46.210,0,27,202,7114,54
294.764,23:26:46.211,0,28,4,7172,54
294.764,23:26:46.211,0,28,18,7186,54
295.570,23:26:47.013,0,28,50,7218,54
295.570,23:26:47.013,0,28,60,7228,55
295.570,23:26:47.013,0,28,86,7254,55
295.570,23:26:47.014,0,28,66,7234,55
295.570,23:26:47.014,0,28,30,7198,55
295.570,23:26:47.014,0,27,250,7162,56
295.570,23:26:47.015,0,27,182,7094,56
295.570,23:26:47.015,0,27,230,7142,56
295.570,23:26:47.015,0,27,248,7160,57
295.570,23:26:47.016,0,28,28,7196,57
295.570,23:26:47.016,0,28,6,7174,57
295.570,23:26:47.016,0,28,72,7240,57
295.570,23:26:47.017,0,28,90,7258,57
295.570,23:26:47.018,0,28,90,7258,58
296.138,23:26:47.582,0,28,70,7238,58
296.138,23:26:47.582,0,28,40,7208,58
296.138,23:26:47.582,0,28,32,7200,58
296.138,23:26:47.583,0,27,244,7156,59
296.138,23:26:47.583,0,28,44,7212,59
296.138,23:26:47.583,0,28,78,7246,59
296.138,23:26:47.584,0,28,88,7256,60
296.138,23:26:47.584,0,28,60,7228,60
296.138,23:26:47.584,0,28,46,7214,60
296.138,23:26:47.585,0,28,46,7214,61
296.737,23:26:48.179,0,27,242,7154,61
296.737,23:26:48.180,0,27,204,7116,61
296.737,23:26:48.180,0,28,16,7184,61
296.737,23:26:48.180,0,28,48,7216,62
296.737,23:26:48.181,0,28,88,7256,62
296.737,23:26:48.181,0,28,20,7188,62
296.737,23:26:48.181,0,27,244,7156,62
296.737,23:26:48.182,0,27,210,7122,63
297.306,23:26:48.750,0,27,230,7142,63
297.306,23:26:48.750,0,28,100,7268,63
297.306,23:26:48.750,0,28,146,7314,63
297.306,23:26:48.751,0,28,62,7230,64
297.306,23:26:48.751,0,28,102,7270,64
297.306,23:26:48.751,0,28,82,7250,64
297.306,23:26:48.752,0,28,56,7224,64
297.306,23:26:48.752,0,28,50,7218,65
297.306,23:26:48.752,0,28,46,7214,65
297.306,23:26:48.753,0,28,64,7232,65
297.306,23:26:48.753,0,28,36,7204,65
297.925,23:26:49.367,0,28,6,7174,66
297.925,23:26:49.369,0,28,18,7186,66
297.925,23:26:49.369,0,28,56,7224,66
297.925,23:26:49.369,0,28,82,7250,66
297.925,23:26:49.370,0,28,84,7252,66
297.925,23:26:49.371,0,28,94,7262,67
297.925,23:26:49.371,0,27,228,7140,67
297.925,23:26:49.371,0,27,236,7148,67
297.925,23:26:49.372,0,28,24,7192,67
297.925,23:26:49.372,0,28,60,7228,68
297.925,23:26:49.372,0,28,162,7330,68
298.543,23:26:49.986,0,28,184,7352,68
298.543,23:26:49.986,0,28,114,7282,68
298.543,23:26:49.986,0,28,98,7266,69
298.543,23:26:49.987,0,27,242,7154,69
298.543,23:26:49.987,0,28,12,7180,69
298.543,23:26:49.987,0,27,252,7164,69
298.543,23:26:49.988,0,27,224,7136,69
298.543,23:26:49.988,0,28,6,7174,70
298.543,23:26:49.988,0,28,52,7220,70
298.543,23:26:49.988,0,28,64,7232,70
298.543,23:26:49.989,0,28,86,7254,70
298.543,23:26:49.989,0,28,114,7282,71
299.141,23:26:50.585,0,28,92,7260,71
299.141,23:26:50.585,0,28,68,7236,71
299.141,23:26:50.585,0,28,56,7224,71
299.141,23:26:50.586,0,28,8,7176,72
299.141,23:26:50.586,0,27,194,7106,72
299.141,23:26:50.586,0,27,238,7150,72
299.141,23:26:50.587,0,28,46,7214,72
299.141,23:26:50.587,0,28,84,7252,73
299.141,23:26:50.587,0,28,16,7184,73
299.141,23:26:50.588,0,28,8,7176,73
299.141,23:26:50.588,0,28,26,7194,73
299.141,23:26:50.588,0,27,252,7164,74
299.744,23:26:51.187,0,28,58,7226,74
299.744,23:26:51.188,0,28,128,7296,74
299.744,23:26:51.188,0,28,94,7262,74
299.744,23:26:51.188,0,28,80,7248,74
299.744,23:26:51.189,0,28,70,7238,74
299.744,23:26:51.189,0,28,46,7214,75
299.744,23:26:51.189,0,28,78,7246,75
299.744,23:26:51.190,0,28,40,7208,75
299.744,23:26:51.190,0,28,46,7214,75
299.744,23:26:51.190,0,28,52,7220,76
299.744,23:26:51.191,0,28,0,7168,76
299.744,23:26:51.192,0,27,244,7156,76
300.407,23:26:51.851,0,28,20,7188,76
300.407,23:26:51.851,0,28,32,7200,77
300.407,23:26:51.851,0,28,80,7248,77
300.407,23:26:51.852,0,28,54,7222,77
300.407,23:26:51.852,0,28,10,7178,77
300.407,23:26:51.852,0,28,14,7182,78
300.407,23:26:51.852,0,28,6,7174,78
300.407,23:26:51.853,0,28,10,7178,78
300.407,23:26:51.853,0,28,12,7180,78
300.407,23:26:51.853,0,28,0,7168,79
300.407,23:26:51.854,0,28,74,7242,79
300.407,23:26:51.854,0,28,22,7190,79
300.407,23:26:51.854,0,28,38,7206,79
301.162,23:26:52.605,0,28,66,7234,79
301.162,23:26:52.606,0,28,54,7222,79
301.162,23:26:52.606,0,28,70,7238,80
301.162,23:26:52.606,0,28,34,7202,80
301.162,23:26:52.607,0,27,254,7166,80
301.162,23:26:52.607,0,28,38,7206,80
301.162,23:26:52.607,0,28,56,7224,81
301.162,23:26:52.608,0,28,40,7208,81
301.162,23:26:52.608,0,28,62,7230,81
301.162,23:26:52.608,0,28,48,7216,81
301.162,23:26:52.608,0,28,54,7222,82
301.162,23:26:52.609,0,28,38,7206,82
301.162,23:26:52.609,0,28,30,7198,82
301.162,23:26:52.609,0,27,244,7156,82
301.162,23:26:52.610,0,27,254,7166,83
301.918,23:26:53.362,0,28,60,7228,83
301.918,23:26:53.362,0,28,84,7252,83
301.918,23:26:53.362,0,28,42,7210,83
301.918,23:26:53.363,0,28,40,7208,84
301.918,23:26:53.363,0,28,56,7224,84
301.918,23:26:53.363,0,27,186,7098,84
301.918,23:26:53.364,0,27,224,7136,84
301.918,23:26:53.364,0,28,14,7182,84
301.918,23:26:53.365,0,28,26,7194,84
301.918,23:26:53.365,0,28,70,7238,85
301.918,23:26:53.365,0,28,92,7260,85
301.918,23:26:53.366,0,28,152,7320,85
301.918,23:26:53.366,0,28,134,7302,85
301.918,23:26:53.366,0,28,74,7242,86
301.918,23:26:53.367,0,28,84,7252,86
302.721,23:26:54.163,0,28,58,7226,86
302.721,23:26:54.164,0,28,38,7206,87
302.721,23:26:54.164,0,27,220,7132,87
302.721,23:26:54.164,0,27,188,7100,87
302.721,23:26:54.165,0,27,230,7142,87
302.721,23:26:54.165,0,28,128,7296,88
302.721,23:26:54.165,0,28,142,7310,88
302.721,23:26:54.166,0,28,56,7224,89
302.721,23:26:54.166,0,28,94,7262,89
302.721,23:26:54.166,0,28,82,7250,89
302.721,23:26:54.167,0,28,114,7282,89
303.291,23:26:54.734,0,28,136,7304,90
303.291,23:26:54.735,0,28,84,7252,90
303.291,23:26:54.735,0,28,106,7274,90
303.291,23:26:54.736,0,28,98,7266,90
303.291,23:26:54.736,0,28,74,7242,91
303.291,23:26:54.736,0,28,30,7198,91
303.291,23:26:54.736,0,27,242,7154,91
303.291,23:26:54.737,0,28,16,7184,91
303.291,23:26:54.737,0,28,44,7212,92
303.291,23:26:54.737,0,28,42,7210,92
303.291,23:26:54.738,0,28,96,7264,92
303.891,23:26:55.334,0,28,90,7258,92
303.891,23:26:55.334,0,28,82,7250,93
303.891,23:26:55.335,0,28,68,7236,93
303.891,23:26:55.335,0,28,70,7238,93
303.891,23:26:55.335,0,28,102,7270,93
303.891,23:26:55.336,0,28,6,7174,94
303.891,23:26:55.337,0,28,20,7188,94
303.891,23:26:55.337,0,28,98,7266,94
303.891,23:26:55.337,0,28,140,7308,95
303.891,23:26:55.338,0,28,150,7318,95
303.891,23:26:55.338,0,28,132,7300,95
304.537,23:26:55.981,0,28,76,7244,95
304.537,23:26:55.981,0,28,52,7220,96
304.537,23:26:55.982,0,28,100,7268,96
304.537,23:26:55.982,0,28,106,7274,96
304.537,23:26:55.982,0,28,42,7210,96
304.537,23:26:55.983,0,28,26,7194,96
304.537,23:26:55.983,0,28,62,7230,97
304.537,23:26:55.983,0,28,82,7250,97
304.537,23:26:55.984,0,28,110,7278,97
304.537,23:26:55.984,0,28,158,7326,97
304.537,23:26:55.984,0,28,144,7312,98
304.537,23:26:55.984,0,28,80,7248,98
305.123,23:26:56.566,0,28,114,7282,98
305.123,23:26:56.566,0,28,102,7270,98
305.123,23:26:56.566,0,28,104,7272,99
305.123,23:26:56.567,0,28,102,7270,99
305.123,23:26:56.567,0,28,84,7252,99
305.123,23:26:56.567,0,28,56,7224,100
305.123,23:26:56.568,0,27,242,7154,100
305.123,23:26:56.568,0,28,38,7206,100
305.123,23:26:56.568,0,28,64,7232,101
305.724,23:26:57.166,0,28,138,7306,101
305.724,23:26:57.167,0,28,134,7302,101
305.724,23:26:57.167,0,28,90,7258,101
305.724,23:26:57.167,0,28,104,7272,101
305.724,23:26:57.168,0,28,110,7278,102
305.724,23:26:57.168,0,28,108,7276,102
305.724,23:26:57.168,0,28,34,7202,102
305.724,23:26:57.169,0,28,20,7188,102
305.724,23:26:57.169,0,28,2,7170,103
305.724,23:26:57.170,0,28,62,7230,103
305.724,23:26:57.170,0,28,94,7262,103
306.385,23:26:57.828,0,28,86,7254,104
306.385,23:26:57.828,0,28,70,7238,104
306.385,23:26:57.828,0,28,70,7238,104
306.385,23:26:57.828,0,28,76,7244,105
306.385,23:26:57.829,0,28,80,7248,105
306.385,23:26:57.829,0,28,36,7204,105
306.385,23:26:57.830,0,27,236,7148,106
306.385,23:26:57.830,0,27,186,7098,106
306.385,23:26:57.830,0,27,244,7156,106
306.385,23:26:57.830,0,28,6,7174,106
306.385,23:26:57.831,0,28,44,7212,107
306.942,23:26:58.384,0,28,64,7232,107
306.942,23:26:58.385,0,28,78,7246,107
306.942,23:26:58.385,0,28,94,7262,107
306.942,23:26:58.385,0,28,134,7302,107
306.942,23:26:58.386,0,28,98,7266,107
306.942,23:26:58.386,0,27,254,7166,108
306.942,23:26:58.386,0,28,18,7186,108
306.942,23:26:58.387,0,28,108,7276,108
306.942,23:26:58.387,0,28,126,7294,109
306.942,23:26:58.387,0,28,78,7246,109
307.561,23:26:59.004,0,28,60,7228,109
307.561,23:26:59.004,0,28,28,7196,109
307.561,23:26:59.005,0,28,18,7186,110
307.561,23:26:59.005,0,28,8,7176,110
307.561,23:26:59.006,0,28,110,7278,110
307.561,23:26:59.006,0,28,132,7300,111
307.561,23:26:59.007,0,28,86,7254,111
307.561,23:26:59.007,0,28,22,7190,111
307.561,23:26:59.007,0,28,8,7176,111
307.561,23:26:59.007,0,28,30,7198,111
307.561,23:26:59.008,0,27,254,7166,111
308.271,23:26:59.715,0,28,68,7236,112
308.271,23:26:59.715,0,28,70,7238,112
308.271,23:26:59.716,0,28,64,7232,112
308.271,23:26:59.716,0,28,66,7234,113
308.271,23:26:59.716,0,28,32,7200,113
308.271,23:26:59.716,0,28,28,7196,113
308.271,23:26:59.717,0,28,12,7180,113
308.271,23:26:59.717,0,28,10,7178,114
308.271,23:26:59.717,0,28,96,7264,114
308.271,23:26:59.718,0,28,96,7264,114
308.271,23:26:59.718,0,28,92,7260,114
308.271,23:26:59.718,0,28,76,7244,115
308.271,23:26:59.718,0,28,42,7210,115
308.271,23:26:59.719,0,27,228,7140,115
309.027,23:27:00.470,0,27,228,7140,115
309.027,23:27:00.470,0,28,0,7168,115
309.027,23:27:00.471,0,28,94,7262,115
309.027,23:27:00.471,0,28,118,7286,116
309.027,23:27:00.471,0,28,150,7318,116
309.027,23:27:00.472,0,28,90,7258,116
309.027,23:27:00.472,0,28,32,7200,116
309.027,23:27:00.472,0,28,14,7182,117
309.027,23:27:00.473,0,27,240,7152,117
309.027,23:27:00.473,0,27,232,7144,117
309.027,23:27:00.474,0,28,64,7232,117
309.027,23:27:00.474,0,28,60,7228,118
309.027,23:27:00.474,0,28,78,7246,118
309.027,23:27:00.474,0,28,68,7236,118
309.027,23:27:00.475,0,28,52,7220,118
309.829,23:27:01.271,0,28,48,7216,119
309.829,23:27:01.272,0,28,18,7186,119
309.829,23:27:01.272,0,28,56,7224,119
309.829,23:27:01.272,0,28,62,7230,119
309.829,23:27:01.273,0,28,78,7246,119
309.829,23:27:01.273,0,28,90,7258,120
309.829,23:27:01.273,0,28,46,7214,120
309.829,23:27:01.274,0,28,60,7228,120
309.829,23:27:01.274,0,27,224,7136,120
309.829,23:27:01.274,0,27,204,7116,121
309.829,23:27:01.275,0,27,238,7150,121
309.829,23:27:01.276,0,28,24,7192,121
309.829,23:27:01.276,0,28,40,7208,121
309.829,23:27:01.277,0,28,32,7200,122
309.829,23:27:01.277,0,28,76,7244,122
310.539,23:27:01.983,0,28,102,7270,122
310.539,23:27:01.983,0,28,62,7230,122
310.539,23:27:01.983,0,28,98,7266,123
310.539,23:27:01.984,0,28,68,7236,123
310.539,23:27:01.984,0,28,84,7252,123
310.539,23:27:01.984,0,28,44,7212,124
310.539,23:27:01.984,0,28,22,7190,124
310.539,23:27:01.985,0,28,4,7172,124
310.539,23:27:01.985,0,27,252,7164,124
310.539,23:27:01.986,0,28,10,7178,125
310.539,23:27:01.986,0,28,38,7206,125
310.539,23:27:01.986,0,28,54,7222,125
311.141,23:27:02.584,0,28,52,7220,125
311.141,23:27:02.585,0,28,118,7286,126
311.141,23:27:02.585,0,28,102,7270,126
311.141,23:27:02.585,0,28,12,7180,126
311.141,23:27:02.586,0,27,224,7136,127
311.141,23:27:02.586,0,27,218,7130,127
311.141,23:27:02.586,0,28,4,7172,127
311.141,23:27:02.587,0,28,10,7178,127
311.141,23:27:02.587,0,28,58,7226,128
311.141,23:27:02.587,0,28,74,7242,128
311.701,23:27:03.145,0,28,106,7274,128
311.701,23:27:03.145,0,28,68,7236,128
311.701,23:27:03.145,0,27,246,7158,129
311.701,23:27:03.146,0,28,10,7178,129
311.701,23:27:03.146,0,28,26,7194,129
311.701,23:27:03.146,0,28,56,7224,129
311.701,23:27:03.147,0,28,70,7238,130
311.701,23:27:03.147,0,28,78,7246,130
311.701,23:27:03.147,0,28,106,7274,130
311.701,23:27:03.148,0,28,50,7218,130
312.318,23:27:03.761,0,28,30,7198,130
312.318,23:27:03.762,0,27,232,7144,131
312.318,23:27:03.762,0,28,0,7168,131
312.318,23:27:03.762,0,28,68,7236,131
312.318,23:27:03.763,0,28,88,7256,131
312.318,23:27:03.763,0,28,82,7250,132
312.318,23:27:03.763,0,28,84,7252,132
312.318,23:27:03.764,0,28,48,7216,132
312.318,23:27:03.764,0,28,8,7176,132
312.318,23:27:03.764,0,27,226,7138,133
312.318,23:27:03.764,0,27,230,7142,133
312.318,23:27:03.765,0,28,4,7172,133
312.890,23:27:04.333,0,28,62,7230,133
312.890,23:27:04.333,0,28,64,7232,134
312.890,23:27:04.334,0,28,54,7222,134
312.890,23:27:04.334,0,28,66,7234,134
312.890,23:27:04.334,0,27,236,7148,134
312.890,23:27:04.334,0,27,220,7132,134
312.890,23:27:04.334,0,28,28,7196,134
312.890,23:27:04.334,0,28,26,7194,135
312.890,23:27:04.335,0,28,98,7266,135
312.890,23:27:04.335,0,28,120,7288,135
312.890,23:27:04.335,0,28,82,7250,135
312.890,23:27:04.335,0,28,68,7236,136
313.447,23:27:04.891,0,28,22,7190,136
313.447,23:27:04.891,0,27,232,7144,136
313.447,23:27:04.892,0,28,34,7202,136
313.447,23:27:04.892,0,28,38,7206,137
313.447,23:27:04.892,0,28,72,7240,137
313.447,23:27:04.892,0,28,104,7272,137
313.447,23:27:04.893,0,28,94,7262,137
313.447,23:27:04.893,0,28,96,7264,138
313.447,23:27:04.893,0,28,24,7192,138
313.447,23:27:04.894,0,27,250,7162,138
313.447,23:27:04.894,0,28,28,7196,138
314.097,23:27:05.540,0,28,2,7170,139
314.097,23:27:05.540,0,28,20,7188,139
314.097,23:27:05.541,0,28,66,7234,139
314.097,23:27:05.541,0,28,50,7218,139
314.097,23:27:05.541,0,28,54,7222,139
314.097,23:27:05.543,0,28,64,7232,139
314.097,23:27:05.543,0,28,46,7214,140
314.097,23:27:05.543,0,28,56,7224,140
314.097,23:27:05.544,0,28,2,7170,140
314.097,23:27:05.544,0,28,8,7176,140
314.097,23:27:05.544,0,28,26,7194,141
314.097,23:27:05.545,0,28,22,7190,141
314.097,23:27:05.545,0,28,10,7178,141
314.684,23:27:06.127,0,28,58,7226,141
314.684,23:27:06.127,0,28,4,7172,142
314.684,23:27:06.127,0,28,8,7176,142
314.684,23:27:06.128,0,28,18,7186,142
314.684,23:27:06.128,0,28,80,7248,142
314.684,23:27:06.128,0,28,106,7274,143
314.684,23:27:06.129,0,28,82,7250,143
314.684,23:27:06.129,0,28,102,7270,143
314.684,23:27:06.129,0,28,20,7188,144
314.684,23:27:06.130,0,28,40,7208,144
315.286,23:27:06.730,0,27,224,7136,144
315.286,23:27:06.730,0,27,212,7124,144
315.286,23:27:06.730,0,28,14,7182,145
315.286,23:27:06.731,0,28,12,7180,145
315.286,23:27:06.731,0,28,52,7220,145
315.286,23:27:06.731,0,28,102,7270,145
315.286,23:27:06.732,0,28,110,7278,146
315.286,23:27:06.732,0,28,54,7222,146
315.286,23:27:06.732,0,27,246,7158,146
315.917,23:27:07.361,0,28,46,7214,147
315.917,23:27:07.361,0,28,92,7260,147
315.917,23:27:07.361,0,28,32,7200,148
315.917,23:27:07.362,0,27,252,7164,148
315.917,23:27:07.362,0,28,8,7176,148
315.917,23:27:07.362,0,28,2,7170,149
315.917,23:27:07.362,0,28,28,7196,149
315.917,23:27:07.363,0,28,14,7182,149
315.917,23:27:07.363,0,28,24,7192,149
315.917,23:27:07.363,0,28,40,7208,150
316.563,23:27:08.006,0,28,32,7200,150
316.563,23:27:08.007,0,28,32,7200,150
316.563,23:27:08.007,0,28,14,7182,150
316.563,23:27:08.007,0,28,0,7168,151
316.563,23:27:08.007,0,28,24,7192,151
316.563,23:27:08.008,0,28,20,7188,151
316.563,23:27:08.008,0,28,76,7244,151
316.563,23:27:08.008,0,28,70,7238,151
316.563,23:27:08.009,0,28,88,7256,151
316.563,23:27:08.009,0,28,82,7250,152
316.563,23:27:08.009,0,28,54,7222,152
316.563,23:27:08.010,0,28,76,7244,152
316.563,23:27:08.010,0,28,84,7252,152
317.178,23:27:08.621,0,28,26,7194,153
317.178,23:27:08.622,0,28,38,7206,153
317.178,23:27:08.622,0,28,72,7240,153
317.178,23:27:08.622,0,28,48,7216,153
317.178,23:27:08.623,0,28,18,7186,154
317.178,23:27:08.623,0,28,8,7176,154
317.178,23:27:08.623,0,27,238,7150,154
317.178,23:27:08.624,0,28,22,7190,155
317.178,23:27:08.624,0,28,46,7214,155
317.178,23:27:08.624,0,28,44,7212,155
317.781,23:27:09.224,0,28,38,7206,155
317.781,23:27:09.224,0,28,48,7216,155
317.781,23:27:09.224,0,28,46,7214,156
317.781,23:27:09.224,0,28,58,7226,156
317.781,23:27:09.225,0,28,12,7180,156
317.781,23:27:09.225,0,28,14,7182,156
317.781,23:27:09.226,0,28,26,7194,157
317.781,23:27:09.226,0,28,88,7256,157
317.781,23:27:09.226,0,28,100,7268,157
317.781,23:27:09.226,0,28,108,7276,157
317.781,23:27:09.227,0,28,66,7234,158
317.781,23:27:09.227,0,28,74,7242,158
318.383,23:27:09.826,0,27,242,7154,158
318.383,23:27:09.826,0,27,170,7082,158
318.383,23:27:09.826,0,27,196,7108,159
318.383,23:27:09.827,0,28,74,7242,159
318.383,23:27:09.827,0,28,82,7250,159
318.383,23:27:09.827,0,28,82,7250,159
318.383,23:27:09.827,0,28,64,7232,160
318.383,23:27:09.828,0,28,82,7250,160
318.383,23:27:09.828,0,28,12,7180,160
318.924,23:27:10.367,0,28,44,7212,161
318.924,23:27:10.368,0,28,26,7194,161
318.924,23:27:10.368,0,28,40,7208,161
318.924,23:27:10.368,0,28,46,7214,161
318.924,23:27:10.369,0,28,36,7204,162
318.924,23:27:10.369,0,28,78,7246,162
318.924,23:27:10.369,0,28,36,7204,162
318.924,23:27:10.369,0,28,14,7182,162
318.924,23:27:10.370,0,28,18,7186,163
318.924,23:27:10.370,0,28,10,7178,163
318.924,23:27:10.370,0,28,70,7238,163
319.496,23:27:10.939,0,28,56,7224,163
319.496,23:27:10.940,0,28,72,7240,164
319.496,23:27:10.940,0,28,66,7234,164
319.496,23:27:10.940,0,28,60,7228,164
319.496,23:27:10.941,0,28,58,7226,164
